,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Tbilisis Zgva,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,15-03-2020 18:10:51,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.30 G,True,7,3,Тбилиси,0.3 гр,0.0502,21956,8067,702,300,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.30 G
1,15-03-2020 18:10:51,Tbilisi,V4T,COCAcoLA,MDMA 0.5gr огромные камни!,,12,нет,Тбилиси,0.5 гр,0.0091,4025,1479,129,55,True,,,,,,,,,,,MDMA 0.5gr ogromnye kamni!
2,15-03-2020 18:10:51,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,2,нет,Тбилиси,0.5 гр,0.005,2196,807,70,30,,,,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
3,15-03-2020 18:10:51,Tbilisi,V4T,COCAcoLA,mephedrone 0.5 лучший меф! лечит даже корона вирус!))),,24,нет,Тбилиси,0.5 гр,0.0166,7319,2689,234,100,True,,,,,,,,,,,mephedrone 0.5 luchshij mef! lechit dazhe korona virus!)))
4,15-03-2020 18:10:51,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано 0.5г.,True,5,нет,Тбилиси,0.5 гр,0.0041,1830,672,59,25,,,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano 0.5g.
5,15-03-2020 18:10:51,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,11,нет,Тбилиси,1 гр,0.0075,3659,1345,117,50,,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
6,15-03-2020 18:10:51,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,3,нет,Тбилиси,1 гр,0.0083,3659,1345,117,50,,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
7,15-03-2020 18:10:51,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,3,нет,Тбилиси,1 гр,0.0141,6221,2286,199,85,,,,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
8,15-03-2020 18:10:51,Tbilisi,ABOAB,ProGrow,1G ---> ONLY BUDS,True,13,нет,Тбилиси,1 гр,0.0063,2854,1049,91,39,,,,,,,,,,,,1G ---> ONLY BUDS
9,15-03-2020 18:10:51,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,6,нет,Тбилиси,1 гр,0.0141,6221,2286,199,85,,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
10,15-03-2020 18:10:51,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,12,нет,Тбилиси,1 гр,0.0076,3367,1237,108,46,,,,,,,,,,,,Amsterdam weed sativa 1gr
11,15-03-2020 18:10:51,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0285,13101,4813,419,179,,,,,,,,,,,,Cocaine Pure VHQ 1g
12,15-03-2020 18:10:51,Tbilisi,V4T,COCAcoLA,MDMA 1gr лучший товар на площадке!,,6,нет,Тбилиси,1 гр,0.0182,8051,2958,257,110,True,,,,,,,,,,,MDMA 1gr luchshij tovar na ploschadke!
13,15-03-2020 18:10:51,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G,True,3,нет,Тбилиси,1 гр,0.008,3513,1291,112,48,,,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
14,15-03-2020 18:10:51,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,12,нет,Тбилиси,1 гр,0.0069,3074,1129,98,42,,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
15,15-03-2020 18:10:51,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,3,нет,Тбилиси,1 гр,0.0317,14564,5351,466,199,,,,,,,,,,,,VHQ BEST Cocaine 1g.
16,15-03-2020 18:10:51,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,5,нет,Тбилиси,1 гр,0.031,13833,5082,442,189,,,,,,,,,,,,Kokain HQ 1g.
17,15-03-2020 18:10:51,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1356,65869,24201,2106,900,,,,,,,,,,,,Metadon 1gr
18,15-03-2020 18:10:51,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,11,нет,Тбилиси,1 гр,0.003,1464,538,47,20,,True,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
19,15-03-2020 18:10:51,Tbilisi,9VLN,AlienShop,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,True,3,нет,Тбилиси,1 гр,0.0116,5050,1855,161,69,,,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
20,15-03-2020 18:10:51,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,18,нет,Тбилиси,2 гр,0.0136,6587,2420,211,90,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
21,15-03-2020 18:10:51,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,3,нет,Тбилиси,2 гр,0.0053,2562,941,82,35,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
