,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,26-02-2020 10:00:56,Tbilisi,I8ED,KKGRUZ,0.33gr NEW - ALFA - PVP - 99% чистота - сухие - большие кристалы,True,1,нет,Тбилиси,0.33 гр,0.0075,4545,1720,156,70,,,,,,,,,0.33gr NEW - ALFA - PVP - 99% chistota - suhie - bol'shie kristaly
1,26-02-2020 10:00:56,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0095,6427,2432,220,99,,,,,,,,,Cocaine Pure VHQ 0.5g
2,26-02-2020 10:00:56,Tbilisi,UJP9,420Inc,THC Snow Buds Only 0.5 G (THC 23+%),True,6,нет,Тбилиси,0.5 гр,0.0032,1948,737,67,30,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
3,26-02-2020 10:00:56,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,5,нет,Тбилиси,0.5 гр,0.0106,6427,2432,220,99,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
4,26-02-2020 10:00:56,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,6,нет,Тбилиси,0.8 гр,0.0159,9738,3686,334,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
5,26-02-2020 10:00:56,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,3,нет,Тбилиси,1 гр,0.0127,7791,2948,267,120,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
6,26-02-2020 10:00:56,Tbilisi,JVZTQ,partyshop,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,1,нет,Тбилиси,1 гр,0.0095,5843,2211,200,90,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
7,26-02-2020 10:00:56,Tbilisi,BB6E,WEEDSH0P,1 gr сжатая марихуана EUPHORIA шишки low thc.,True,2,нет,Тбилиси,1 гр,0.0037,2272,860,78,35,,,,,,,,,1 gr szhataja marihuana EUPHORIA shishki low thc.
8,26-02-2020 10:00:56,Tbilisi,SF03,CRAZYFROG,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,2,нет,Тбилиси,1 гр,0.0106,6492,2457,223,100,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
9,26-02-2020 10:00:57,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,5,нет,Тбилиси,1 гр,0.009,5518,2088,189,85,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
10,26-02-2020 10:00:57,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,True,7,нет,Тбилиси,1 гр,0.0038,2402,909,82,37,True,,,,,,,,1G -- AK-47 -> Sativa
11,26-02-2020 10:00:57,Tbilisi,SF03,CRAZYFROG,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,5,нет,Тбилиси,1 гр,0.0098,5989,2267,206,,,85,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
12,26-02-2020 10:00:57,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,6,нет,Тбилиси,1 гр,0.009,5518,2088,189,85,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
13,26-02-2020 10:00:57,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,1 гр,0.0099,6341,2400,218,,,90,,,,,,,1gr mdma (skidka v bitkoin 5%)
14,26-02-2020 10:00:57,Tbilisi,X4ZM,ZYX,Afghan HQ buds ! NEW ! 1G,True,6,нет,Тбилиси,1 гр,0.005,3051,1155,105,47,,,,,,,,,Afghan HQ buds ! NEW ! 1G
15,26-02-2020 10:00:57,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0183,12335,4668,423,190,,,,,,,,,Cocaine Pure VHQ 1g
16,26-02-2020 10:00:57,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0235,14283,5405,490,220,,,,,,,,,"Cocaine, 1g"
17,26-02-2020 10:00:57,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,1,нет,Тбилиси,1 гр,0.0043,2597,983,89,40,,,,,,,,,"LSD - 250 ug, 1piece"
18,26-02-2020 10:00:57,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,3,нет,Тбилиси,1 гр,0.0433,29215,11057,1002,450,,,,,,,,,Metadon 1gr
19,26-02-2020 10:00:57,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0423,25969,9828,891,400,,,,,,,,,"Metadon, 1gr"
20,26-02-2020 10:00:57,Tbilisi,9VLN,AlienShop,☃️❄1g. New COCAINE!!❄☃️,True,2,нет,Тбилиси,1 гр,0.0192,11686,4423,401,180,,,,,,,,,☃️❄1g. New COCAINE!!❄☃️
21,26-02-2020 10:00:57,Tbilisi,9VLN,AlienShop,✨ 1g. MDMA ✨,True,2,нет,Тбилиси,1 гр,0.0117,7076,2678,243,109,,,,,,,,,✨ 1g. MDMA ✨
22,26-02-2020 10:00:57,Tbilisi,JVZTQ,partyshop,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.02,12270,4644,421,189,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
23,26-02-2020 10:00:57,Tbilisi,0WE,Khachapuri,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.0077,4932,1867,169,,,70,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
24,26-02-2020 10:00:57,Tbilisi,7R3WM,RastaShop,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,1,нет,Тбилиси,2 гр,0.0087,5324,2015,183,82,True,,,,,,,,2.0 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
